"t","V1"
"2016-01-01",0.0174
"2016-01-02",0.0192
"2016-01-03",0.0213
"2016-01-04",0.021
"2016-01-05",0.0228
"2016-01-06",0.021
"2016-01-07",0.0258
"2016-01-08",0.0246
"2016-01-09",0.021
"2016-01-10",0.0192
"2016-01-11",0.0231
"2016-01-12",0.0189
"2016-01-13",0.0222
"2016-01-14",0.0219
"2016-01-15",0.0288
"2016-01-16",0.03
"2016-01-17",0.0258
"2016-01-18",0.0255
"2016-01-19",0.0249
"2016-01-20",0.0267
"2016-01-21",0.0249
"2016-01-22",0.0237
"2016-01-23",0.0234
"2016-01-24",0.0195
"2016-01-25",0.0222
"2016-01-26",0.0222
"2016-01-27",0.0213
"2016-01-28",0.0219
"2016-01-29",0.0219
"2016-01-30",0.0192
"2016-01-31",0.0183
"2016-02-01",0.024
"2016-02-02",0.021
"2016-02-03",0.024
"2016-02-04",0.0228
"2016-02-05",0.0231
"2016-02-06",0.0222
"2016-02-07",0.0225
"2016-02-08",0.0222
"2016-02-09",0.024
"2016-02-10",0.0255
"2016-02-11",0.0273
"2016-02-12",0.0246
"2016-02-13",0.0228
"2016-02-14",0.0225
"2016-02-15",0.0279
"2016-02-16",0.0273
"2016-02-17",0.0267
"2016-02-18",0.03
"2016-02-19",0.0294
"2016-02-20",0.0246
"2016-02-21",0.027
"2016-02-22",0.0258
"2016-02-23",0.0252
"2016-02-24",0.0273
"2016-02-25",0.0252
"2016-02-26",0.0261
"2016-02-27",0.0246
"2016-02-28",0.0228
"2016-02-29",0.0249
"2016-03-01",0.0258
"2016-03-02",0.0264
"2016-03-03",0.0276
"2016-03-04",0.0249
"2016-03-05",0.03
"2016-03-06",0.0228
"2016-03-07",0.0264
"2016-03-08",0.0258
"2016-03-09",0.027
"2016-03-10",0.0246
"2016-03-11",0.0231
"2016-03-12",0.0234
"2016-03-13",0.0225
"2016-03-14",0.0267
"2016-03-15",0.0252
"2016-03-16",0.0249
"2016-03-17",0.024
"2016-03-18",0.0219
"2016-03-19",0.0231
"2016-03-20",0.0237
"2016-03-21",0.0243
"2016-03-22",0.0249
"2016-03-23",0.0243
"2016-03-24",0.0228
"2016-03-25",0.0222
"2016-03-26",0.0213
"2016-03-27",0.0231
"2016-03-28",0.0234
"2016-03-29",0.0246
"2016-03-30",0.0261
"2016-03-31",0.0246
"2016-04-01",0.0219
"2016-04-02",0.0216
"2016-04-03",0.0213
"2016-04-04",0.0228
"2016-04-05",0.0243
"2016-04-06",0.0237
"2016-04-07",0.0234
"2016-04-08",0.0228
"2016-04-09",0.0207
"2016-04-10",0.0228
"2016-04-11",0.0231
"2016-04-12",0.0246
"2016-04-13",0.0252
"2016-04-14",0.021
"2016-04-15",0.0201
"2016-04-16",0.0204
"2016-04-17",0.0213
"2016-04-18",0.0213
"2016-04-19",0.0237
"2016-04-20",0.0231
"2016-04-21",0.0258
"2016-04-22",0.027
"2016-04-23",0.0228
"2016-04-24",0.0249
"2016-04-25",0.0258
"2016-04-26",0.0258
"2016-04-27",0.0276
"2016-04-28",0.03
"2016-04-29",0.0264
"2016-04-30",0.0243
"2016-05-01",0.0108
"2016-05-02",0.04
"2016-05-03",0.0252
"2016-05-04",0.0172
"2016-05-05",0.0172
"2016-05-06",0.0156
"2016-05-07",0.0148
"2016-05-08",0.0144
"2016-05-09",0.0148
"2016-05-10",0.0144
"2016-05-11",0.0144
"2016-05-12",0.0132
"2016-05-13",0.0132
"2016-05-14",0.0112
"2016-05-15",0.0108
"2016-05-16",0.0108
"2016-05-17",0.0136
"2016-05-18",0.0128
"2016-05-19",0.0132
"2016-05-20",0.0132
"2016-05-21",0.0116
"2016-05-22",0.0112
"2016-05-23",0.012
"2016-05-24",0.0116
"2016-05-25",0.0128
"2016-05-26",0.0112
"2016-05-27",0.0144
"2016-05-28",0.0168
"2016-05-29",0.0176
"2016-05-30",0.0184
"2016-05-31",0.0168
"2016-06-01",0.0285
"2016-06-02",0.0265
"2016-06-03",0.028
"2016-06-04",0.029
"2016-06-05",0.0285
"2016-06-06",0.0285
"2016-06-07",0.0285
"2016-06-08",0.0265
"2016-06-09",0.0265
"2016-06-10",0.025
"2016-06-11",0.026
"2016-06-12",0.038
"2016-06-13",0.045
"2016-06-14",0.039
"2016-06-15",0.0345
"2016-06-16",0.045
"2016-06-17",0.0455
"2016-06-18",0.0375
"2016-06-19",0.032
"2016-06-20",0.0355
"2016-06-21",0.0415
"2016-06-22",0.0355
"2016-06-23",0.038
"2016-06-24",0.05
"2016-06-25",0.038
"2016-06-26",0.031
"2016-06-27",0.0325
"2016-06-28",0.0325
"2016-06-29",0.029
"2016-06-30",0.0295
"2016-07-01",0.0237
"2016-07-02",0.0204
"2016-07-03",0.0222
"2016-07-04",0.0216
"2016-07-05",0.0207
"2016-07-06",0.021
"2016-07-07",0.0225
"2016-07-08",0.0213
"2016-07-09",0.03
"2016-07-10",0.0228
"2016-07-11",0.021
"2016-07-12",0.0204
"2016-07-13",0.0186
"2016-07-14",0.0183
"2016-07-15",0.0189
"2016-07-16",0.0174
"2016-07-17",0.0171
"2016-07-18",0.018
"2016-07-19",0.0177
"2016-07-20",0.0174
"2016-07-21",0.0186
"2016-07-22",0.0156
"2016-07-23",0.0156
"2016-07-24",0.0168
"2016-07-25",0.0156
"2016-07-26",0.0177
"2016-07-27",0.0192
"2016-07-28",0.0171
"2016-07-29",0.015
"2016-07-30",0.0165
"2016-07-31",0.0177
"2016-08-01",0.0138
"2016-08-02",0.0174
"2016-08-03",0.03
"2016-08-04",0.0195
"2016-08-05",0.0147
"2016-08-06",0.0138
"2016-08-07",0.015
"2016-08-08",0.015
"2016-08-09",0.0144
"2016-08-10",0.0126
"2016-08-11",0.0114
"2016-08-12",0.0117
"2016-08-13",0.012
"2016-08-14",0.0117
"2016-08-15",0.012
"2016-08-16",0.012
"2016-08-17",0.0123
"2016-08-18",0.012
"2016-08-19",0.012
"2016-08-20",0.0111
"2016-08-21",0.0117
"2016-08-22",0.0117
"2016-08-23",0.0129
"2016-08-24",0.0129
"2016-08-25",0.0132
"2016-08-26",0.0129
"2016-08-27",0.0111
"2016-08-28",0.0111
"2016-08-29",0.0123
"2016-08-30",0.012
"2016-08-31",0.0126
"2016-09-01",0.027
"2016-09-02",0.0243
"2016-09-03",0.0249
"2016-09-04",0.0288
"2016-09-05",0.0285
"2016-09-06",0.0273
"2016-09-07",0.0276
"2016-09-08",0.0291
"2016-09-09",0.0282
"2016-09-10",0.0267
"2016-09-11",0.0255
"2016-09-12",0.03
"2016-09-13",0.0288
"2016-09-14",0.0273
"2016-09-15",0.0294
"2016-09-16",0.027
"2016-09-17",0.0249
"2016-09-18",0.0228
"2016-09-19",0.0261
"2016-09-20",0.0264
"2016-09-21",0.0285
"2016-09-22",0.0288
"2016-09-23",0.0258
"2016-09-24",0.0288
"2016-09-25",0.0237
"2016-09-26",0.0261
"2016-09-27",0.0258
"2016-09-28",0.0252
"2016-09-29",0.0252
"2016-09-30",0.0258
"2016-10-01",0.0192
"2016-10-02",0.0183
"2016-10-03",0.0201
"2016-10-04",0.0201
"2016-10-05",0.0195
"2016-10-06",0.0204
"2016-10-07",0.0213
"2016-10-08",0.0186
"2016-10-09",0.0192
"2016-10-10",0.0204
"2016-10-11",0.0234
"2016-10-12",0.0228
"2016-10-13",0.0213
"2016-10-14",0.0222
"2016-10-15",0.0201
"2016-10-16",0.0219
"2016-10-17",0.0213
"2016-10-18",0.0207
"2016-10-19",0.0216
"2016-10-20",0.0195
"2016-10-21",0.0195
"2016-10-22",0.0207
"2016-10-23",0.0216
"2016-10-24",0.0222
"2016-10-25",0.0213
"2016-10-26",0.0225
"2016-10-27",0.024
"2016-10-28",0.0258
"2016-10-29",0.03
"2016-10-30",0.0258
"2016-10-31",0.0261
"2016-11-01",0.0316
"2016-11-02",0.03
"2016-11-03",0.0296
"2016-11-04",0.0292
"2016-11-05",0.0296
"2016-11-06",0.0276
"2016-11-07",0.0264
"2016-11-08",0.0276
"2016-11-09",0.04
"2016-11-10",0.028
"2016-11-11",0.0276
"2016-11-12",0.0272
"2016-11-13",0.0276
"2016-11-14",0.0276
"2016-11-15",0.0292
"2016-11-16",0.0304
"2016-11-17",0.0316
"2016-11-18",0.0324
"2016-11-19",0.0296
"2016-11-20",0.0288
"2016-11-21",0.0288
"2016-11-22",0.03
"2016-11-23",0.0324
"2016-11-24",0.0316
"2016-11-25",0.0284
"2016-11-26",0.0268
"2016-11-27",0.0284
"2016-11-28",0.0296
"2016-11-29",0.0312
"2016-11-30",0.028
"2016-12-01",0.03
"2016-12-02",0.032
"2016-12-03",0.028
"2016-12-04",0.0265
"2016-12-05",0.031
"2016-12-06",0.0285
"2016-12-07",0.0295
"2016-12-08",0.031
"2016-12-09",0.03
"2016-12-10",0.027
"2016-12-11",0.0265
"2016-12-12",0.029
"2016-12-13",0.03
"2016-12-14",0.0295
"2016-12-15",0.0275
"2016-12-16",0.028
"2016-12-17",0.0275
"2016-12-18",0.026
"2016-12-19",0.03
"2016-12-20",0.0305
"2016-12-21",0.0375
"2016-12-22",0.0445
"2016-12-23",0.0495
"2016-12-24",0.0395
"2016-12-25",0.04
"2016-12-26",0.0395
"2016-12-27",0.042
"2016-12-28",0.05
"2016-12-29",0.05
"2016-12-30",0.044
"2016-12-31",0.035
"2017-01-01",0.0318
"2017-01-02",0.0492
"2017-01-03",0.045
"2017-01-04",0.051
"2017-01-05",0.06
"2017-01-06",0.0564
"2017-01-07",0.0474
"2017-01-08",0.045
"2017-01-09",0.0426
"2017-01-10",0.0396
"2017-01-11",0.0462
"2017-01-12",0.0468
"2017-01-13",0.0372
"2017-01-14",0.0354
"2017-01-15",0.0336
"2017-01-16",0.0318
"2017-01-17",0.0342
"2017-01-18",0.0336
"2017-01-19",0.0324
"2017-01-20",0.03
"2017-01-21",0.0294
"2017-01-22",0.0282
"2017-01-23",0.0306
"2017-01-24",0.0312
"2017-01-25",0.0294
"2017-01-26",0.0282
"2017-01-27",0.0282
"2017-01-28",0.027
"2017-01-29",0.0276
"2017-01-30",0.0288
"2017-01-31",0.0306
"2017-02-01",0.035
"2017-02-02",0.036
"2017-02-03",0.037
"2017-02-04",0.0345
"2017-02-05",0.0335
"2017-02-06",0.035
"2017-02-07",0.034
"2017-02-08",0.0365
"2017-02-09",0.038
"2017-02-10",0.0365
"2017-02-11",0.0335
"2017-02-12",0.031
"2017-02-13",0.032
"2017-02-14",0.0325
"2017-02-15",0.0325
"2017-02-16",0.0345
"2017-02-17",0.0335
"2017-02-18",0.0325
"2017-02-19",0.0285
"2017-02-20",0.033
"2017-02-21",0.0385
"2017-02-22",0.037
"2017-02-23",0.043
"2017-02-24",0.05
"2017-02-25",0.041
"2017-02-26",0.037
"2017-02-27",0.036
"2017-02-28",0.039
"2017-03-01",0.0434
"2017-03-02",0.0546
"2017-03-03",0.07
"2017-03-04",0.0574
"2017-03-05",0.0483
"2017-03-06",0.0497
"2017-03-07",0.0553
"2017-03-08",0.0539
"2017-03-09",0.049
"2017-03-10",0.0693
"2017-03-11",0.0616
"2017-03-12",0.0483
"2017-03-13",0.049
"2017-03-14",0.0462
"2017-03-15",0.0462
"2017-03-16",0.0448
"2017-03-17",0.0483
"2017-03-18",0.0574
"2017-03-19",0.0518
"2017-03-20",0.0469
"2017-03-21",0.0469
"2017-03-22",0.0476
"2017-03-23",0.0441
"2017-03-24",0.0476
"2017-03-25",0.049
"2017-03-26",0.0455
"2017-03-27",0.0441
"2017-03-28",0.042
"2017-03-29",0.0434
"2017-03-30",0.0392
"2017-03-31",0.0406
"2017-04-01",0.0516
"2017-04-02",0.0504
"2017-04-03",0.0528
"2017-04-04",0.0534
"2017-04-05",0.0492
"2017-04-06",0.0522
"2017-04-07",0.0516
"2017-04-08",0.0516
"2017-04-09",0.048
"2017-04-10",0.0492
"2017-04-11",0.0546
"2017-04-12",0.0504
"2017-04-13",0.0522
"2017-04-14",0.048
"2017-04-15",0.0474
"2017-04-16",0.0462
"2017-04-17",0.0486
"2017-04-18",0.0564
"2017-04-19",0.0504
"2017-04-20",0.0504
"2017-04-21",0.0516
"2017-04-22",0.0492
"2017-04-23",0.0444
"2017-04-24",0.0492
"2017-04-25",0.0564
"2017-04-26",0.0582
"2017-04-27",0.06
"2017-04-28",0.06
"2017-04-29",0.0546
"2017-04-30",0.0552
"2017-05-01",0.033
"2017-05-02",0.039
"2017-05-03",0.036
"2017-05-04",0.045
"2017-05-05",0.042
"2017-05-06",0.0375
"2017-05-07",0.036
"2017-05-08",0.039
"2017-05-09",0.0495
"2017-05-10",0.045
"2017-05-11",0.0495
"2017-05-12",0.0585
"2017-05-13",0.066
"2017-05-14",0.0525
"2017-05-15",0.0735
"2017-05-16",0.0645
"2017-05-17",0.0495
"2017-05-18",0.048
"2017-05-19",0.057
"2017-05-20",0.057
"2017-05-21",0.057
"2017-05-22",0.0915
"2017-05-23",0.0975
"2017-05-24",0.1095
"2017-05-25",0.15
"2017-05-26",0.1125
"2017-05-27",0.099
"2017-05-28",0.0675
"2017-05-29",0.066
"2017-05-30",0.066
"2017-05-31",0.0675
"2017-06-01",0.117
"2017-06-02",0.096
"2017-06-03",0.09
"2017-06-04",0.0825
"2017-06-05",0.099
"2017-06-06",0.1485
"2017-06-07",0.1335
"2017-06-08",0.105
"2017-06-09",0.108
"2017-06-10",0.1005
"2017-06-11",0.1035
"2017-06-12",0.144
"2017-06-13",0.1215
"2017-06-14",0.114
"2017-06-15",0.15
"2017-06-16",0.111
"2017-06-17",0.093
"2017-06-18",0.09
"2017-06-19",0.0885
"2017-06-20",0.0975
"2017-06-21",0.1005
"2017-06-22",0.0915
"2017-06-23",0.093
"2017-06-24",0.0915
"2017-06-25",0.1035
"2017-06-26",0.1035
"2017-06-27",0.1215
"2017-06-28",0.1155
"2017-06-29",0.093
"2017-06-30",0.102
"2017-07-01",0.084
"2017-07-02",0.0888
"2017-07-03",0.0948
"2017-07-04",0.0972
"2017-07-05",0.0852
"2017-07-06",0.0876
"2017-07-07",0.0924
"2017-07-08",0.0876
"2017-07-09",0.0852
"2017-07-10",0.09
"2017-07-11",0.102
"2017-07-12",0.102
"2017-07-13",0.09
"2017-07-14",0.0996
"2017-07-15",0.1176
"2017-07-16",0.1176
"2017-07-17",0.114
"2017-07-18",0.1128
"2017-07-19",0.1056
"2017-07-20",0.1128
"2017-07-21",0.12
"2017-07-22",0.1008
"2017-07-23",0.102
"2017-07-24",0.0972
"2017-07-25",0.1092
"2017-07-26",0.0984
"2017-07-27",0.0972
"2017-07-28",0.1128
"2017-07-29",0.096
"2017-07-30",0.1032
"2017-07-31",0.1152
"2017-08-01",0.192
"2017-08-02",0.172
"2017-08-03",0.108
"2017-08-04",0.098
"2017-08-05",0.132
"2017-08-06",0.114
"2017-08-07",0.132
"2017-08-08",0.138
"2017-08-09",0.118
"2017-08-10",0.102
"2017-08-11",0.12
"2017-08-12",0.14
"2017-08-13",0.174
"2017-08-14",0.198
"2017-08-15",0.2
"2017-08-16",0.194
"2017-08-17",0.166
"2017-08-18",0.162
"2017-08-19",0.154
"2017-08-20",0.14
"2017-08-21",0.152
"2017-08-22",0.154
"2017-08-23",0.152
"2017-08-24",0.144
"2017-08-25",0.144
"2017-08-26",0.118
"2017-08-27",0.106
"2017-08-28",0.112
"2017-08-29",0.148
"2017-08-30",0.152
"2017-08-31",0.168
"2017-09-01",0.1407
"2017-09-02",0.1365
"2017-09-03",0.1218
"2017-09-04",0.1512
"2017-09-05",0.1449
"2017-09-06",0.126
"2017-09-07",0.1092
"2017-09-08",0.1239
"2017-09-09",0.1008
"2017-09-10",0.1008
"2017-09-11",0.1155
"2017-09-12",0.1197
"2017-09-13",0.1491
"2017-09-14",0.1995
"2017-09-15",0.21
"2017-09-16",0.1407
"2017-09-17",0.1134
"2017-09-18",0.1323
"2017-09-19",0.1302
"2017-09-20",0.1113
"2017-09-21",0.105
"2017-09-22",0.1008
"2017-09-23",0.0714
"2017-09-24",0.0714
"2017-09-25",0.0819
"2017-09-26",0.0861
"2017-09-27",0.0882
"2017-09-28",0.0903
"2017-09-29",0.084
"2017-09-30",0.0798
"2017-10-01",0.0792
"2017-10-02",0.0968
"2017-10-03",0.0946
"2017-10-04",0.0924
"2017-10-05",0.0792
"2017-10-06",0.0792
"2017-10-07",0.0748
"2017-10-08",0.0836
"2017-10-09",0.1056
"2017-10-10",0.1122
"2017-10-11",0.1034
"2017-10-12",0.1804
"2017-10-13",0.22
"2017-10-14",0.143
"2017-10-15",0.1342
"2017-10-16",0.143
"2017-10-17",0.1342
"2017-10-18",0.1408
"2017-10-19",0.1298
"2017-10-20",0.154
"2017-10-21",0.176
"2017-10-22",0.1364
"2017-10-23",0.165
"2017-10-24",0.1782
"2017-10-25",0.1584
"2017-10-26",0.154
"2017-10-27",0.1342
"2017-10-28",0.1166
"2017-10-29",0.1188
"2017-10-30",0.1452
"2017-10-31",0.1672
"2017-11-01",0.1232
"2017-11-02",0.1716
"2017-11-03",0.1672
"2017-11-04",0.1144
"2017-11-05",0.1144
"2017-11-06",0.1232
"2017-11-07",0.1188
"2017-11-08",0.1276
"2017-11-09",0.1144
"2017-11-10",0.1452
"2017-11-11",0.1364
"2017-11-12",0.176
"2017-11-13",0.1496
"2017-11-14",0.1188
"2017-11-15",0.1232
"2017-11-16",0.1232
"2017-11-17",0.1452
"2017-11-18",0.11
"2017-11-19",0.1056
"2017-11-20",0.1364
"2017-11-21",0.1452
"2017-11-22",0.1188
"2017-11-23",0.1144
"2017-11-24",0.11
"2017-11-25",0.1188
"2017-11-26",0.1716
"2017-11-27",0.2376
"2017-11-28",0.2772
"2017-11-29",0.44
"2017-11-30",0.3564
"2017-12-01",0.39
"2017-12-02",0.31
"2017-12-03",0.31
"2017-12-04",0.36
"2017-12-05",0.36
"2017-12-06",0.49
"2017-12-07",1
"2017-12-08",0.89
"2017-12-09",0.58
"2017-12-10",0.55
"2017-12-11",0.63
"2017-12-12",0.62
"2017-12-13",0.57
"2017-12-14",0.47
"2017-12-15",0.44
"2017-12-16",0.46
"2017-12-17",0.5
"2017-12-18",0.46
"2017-12-19",0.52
"2017-12-20",0.73
"2017-12-21",0.53
"2017-12-22",0.99
"2017-12-23",0.63
"2017-12-24",0.48
"2017-12-25",0.42
"2017-12-26",0.42
"2017-12-27",0.4
"2017-12-28",0.39
"2017-12-29",0.34
"2017-12-30",0.35
"2017-12-31",0.27
"2018-01-01",0.2508
"2018-01-02",0.3135
"2018-01-03",0.3078
"2018-01-04",0.2907
"2018-01-05",0.285
"2018-01-06",0.2622
"2018-01-07",0.2565
"2018-01-08",0.2793
"2018-01-09",0.2679
"2018-01-10",0.2679
"2018-01-11",0.3249
"2018-01-12",0.2508
"2018-01-13",0.2337
"2018-01-14",0.1995
"2018-01-15",0.2052
"2018-01-16",0.4161
"2018-01-17",0.57
"2018-01-18",0.3876
"2018-01-19",0.2793
"2018-01-20",0.2337
"2018-01-21",0.2109
"2018-01-22",0.2565
"2018-01-23",0.2451
"2018-01-24",0.228
"2018-01-25",0.2223
"2018-01-26",0.2223
"2018-01-27",0.1767
"2018-01-28",0.171
"2018-01-29",0.171
"2018-01-30",0.1995
"2018-01-31",0.2109
"2018-02-01",0.228
"2018-02-02",0.316
"2018-02-03",0.204
"2018-02-04",0.168
"2018-02-05",0.3
"2018-02-06",0.4
"2018-02-07",0.26
"2018-02-08",0.212
"2018-02-09",0.184
"2018-02-10",0.144
"2018-02-11",0.132
"2018-02-12",0.148
"2018-02-13",0.136
"2018-02-14",0.136
"2018-02-15",0.148
"2018-02-16",0.128
"2018-02-17",0.124
"2018-02-18",0.132
"2018-02-19",0.124
"2018-02-20",0.136
"2018-02-21",0.136
"2018-02-22",0.124
"2018-02-23",0.108
"2018-02-24",0.1
"2018-02-25",0.092
"2018-02-26",0.104
"2018-02-27",0.112
"2018-02-28",0.096
"2018-03-01",0.1794
"2018-03-02",0.1886
"2018-03-03",0.1679
"2018-03-04",0.1541
"2018-03-05",0.1725
"2018-03-06",0.1771
"2018-03-07",0.1955
"2018-03-08",0.2024
"2018-03-09",0.2277
"2018-03-10",0.1587
"2018-03-11",0.161
"2018-03-12",0.1771
"2018-03-13",0.1725
"2018-03-14",0.2001
"2018-03-15",0.23
"2018-03-16",0.1863
"2018-03-17",0.1587
"2018-03-18",0.2001
"2018-03-19",0.1978
"2018-03-20",0.1748
"2018-03-21",0.1702
"2018-03-22",0.1656
"2018-03-23",0.1633
"2018-03-24",0.1311
"2018-03-25",0.1357
"2018-03-26",0.1863
"2018-03-27",0.1702
"2018-03-28",0.1564
"2018-03-29",0.1886
"2018-03-30",0.2024
"2018-03-31",0.1541
"2018-04-01",0.1692
"2018-04-02",0.171
"2018-04-03",0.18
"2018-04-04",0.1566
"2018-04-05",0.1602
"2018-04-06",0.1764
"2018-04-07",0.1296
"2018-04-08",0.1188
"2018-04-09",0.1548
"2018-04-10",0.1476
"2018-04-11",0.1386
"2018-04-12",0.162
"2018-04-13",0.1782
"2018-04-14",0.1242
"2018-04-15",0.126
"2018-04-16",0.1368
"2018-04-17",0.1368
"2018-04-18",0.1332
"2018-04-19",0.1368
"2018-04-20",0.1404
"2018-04-21",0.126
"2018-04-22",0.1206
"2018-04-23",0.1422
"2018-04-24",0.1602
"2018-04-25",0.1566
"2018-04-26",0.135
"2018-04-27",0.1188
"2018-04-28",0.1008
"2018-04-29",0.1044
"2018-04-30",0.1152
"2018-05-01",0.112
"2018-05-02",0.1162
"2018-05-03",0.1302
"2018-05-04",0.133
"2018-05-05",0.1176
"2018-05-06",0.1078
"2018-05-07",0.126
"2018-05-08",0.1246
"2018-05-09",0.1176
"2018-05-10",0.1134
"2018-05-11",0.14
"2018-05-12",0.1008
"2018-05-13",0.1036
"2018-05-14",0.1162
"2018-05-15",0.1134
"2018-05-16",0.1148
"2018-05-17",0.105
"2018-05-18",0.1078
"2018-05-19",0.091
"2018-05-20",0.0896
"2018-05-21",0.0966
"2018-05-22",0.1064
"2018-05-23",0.133
"2018-05-24",0.1316
"2018-05-25",0.1022
"2018-05-26",0.0868
"2018-05-27",0.0938
"2018-05-28",0.1036
"2018-05-29",0.1064
"2018-05-30",0.0966
"2018-05-31",0.0952
"2018-06-01",0.0741
"2018-06-02",0.0689
"2018-06-03",0.0715
"2018-06-04",0.0728
"2018-06-05",0.078
"2018-06-06",0.0728
"2018-06-07",0.0715
"2018-06-08",0.0715
"2018-06-09",0.0689
"2018-06-10",0.0897
"2018-06-11",0.13
"2018-06-12",0.0988
"2018-06-13",0.1157
"2018-06-14",0.104
"2018-06-15",0.0832
"2018-06-16",0.0702
"2018-06-17",0.0663
"2018-06-18",0.0832
"2018-06-19",0.0793
"2018-06-20",0.0754
"2018-06-21",0.078
"2018-06-22",0.0884
"2018-06-23",0.0819
"2018-06-24",0.0962
"2018-06-25",0.0858
"2018-06-26",0.0715
"2018-06-27",0.0728
"2018-06-28",0.0715
"2018-06-29",0.0975
"2018-06-30",0.0871
"2018-07-01",0.0793
"2018-07-02",0.0832
"2018-07-03",0.078
"2018-07-04",0.0767
"2018-07-05",0.0793
"2018-07-06",0.0728
"2018-07-07",0.065
"2018-07-08",0.0767
"2018-07-09",0.0728
"2018-07-10",0.0754
"2018-07-11",0.0689
"2018-07-12",0.0741
"2018-07-13",0.0767
"2018-07-14",0.065
"2018-07-15",0.065
"2018-07-16",0.078
"2018-07-17",0.104
"2018-07-18",0.1196
"2018-07-19",0.091
"2018-07-20",0.0871
"2018-07-21",0.078
"2018-07-22",0.0754
"2018-07-23",0.0884
"2018-07-24",0.13
"2018-07-25",0.117
"2018-07-26",0.0975
"2018-07-27",0.091
"2018-07-28",0.0806
"2018-07-29",0.0767
"2018-07-30",0.0871
"2018-07-31",0.0884
"2018-08-01",0.0888
"2018-08-02",0.0804
"2018-08-03",0.0852
"2018-08-04",0.0876
"2018-08-05",0.078
"2018-08-06",0.0876
"2018-08-07",0.09
"2018-08-08",0.1176
"2018-08-09",0.0984
"2018-08-10",0.0888
"2018-08-11",0.0948
"2018-08-12",0.0804
"2018-08-13",0.0912
"2018-08-14",0.12
"2018-08-15",0.0984
"2018-08-16",0.0888
"2018-08-17",0.0852
"2018-08-18",0.0768
"2018-08-19",0.0696
"2018-08-20",0.0768
"2018-08-21",0.084
"2018-08-22",0.0912
"2018-08-23",0.0828
"2018-08-24",0.084
"2018-08-25",0.0768
"2018-08-26",0.0708
"2018-08-27",0.0792
"2018-08-28",0.0948
"2018-08-29",0.0852
"2018-08-30",0.09
"2018-08-31",0.09
"2018-09-01",0.078
"2018-09-02",0.0756
"2018-09-03",0.0756
"2018-09-04",0.0828
"2018-09-05",0.1068
"2018-09-06",0.12
"2018-09-07",0.084
"2018-09-08",0.0744
"2018-09-09",0.0744
"2018-09-10",0.0756
"2018-09-11",0.084
"2018-09-12",0.0912
"2018-09-13",0.0816
"2018-09-14",0.0768
"2018-09-15",0.072
"2018-09-16",0.0672
"2018-09-17",0.0732
"2018-09-18",0.072
"2018-09-19",0.072
"2018-09-20",0.078
"2018-09-21",0.0792
"2018-09-22",0.0708
"2018-09-23",0.072
"2018-09-24",0.072
"2018-09-25",0.0708
"2018-09-26",0.0768
"2018-09-27",0.0708
"2018-09-28",0.0696
"2018-09-29",0.0672
"2018-09-30",0.0648
"2018-10-01",0.072
"2018-10-02",0.079
"2018-10-03",0.07
"2018-10-04",0.076
"2018-10-05",0.074
"2018-10-06",0.062
"2018-10-07",0.073
"2018-10-08",0.073
"2018-10-09",0.078
"2018-10-10",0.077
"2018-10-11",0.1
"2018-10-12",0.078
"2018-10-13",0.075
"2018-10-14",0.073
"2018-10-15",0.092
"2018-10-16",0.078
"2018-10-17",0.077
"2018-10-18",0.077
"2018-10-19",0.071
"2018-10-20",0.07
"2018-10-21",0.065
"2018-10-22",0.067
"2018-10-23",0.071
"2018-10-24",0.073
"2018-10-25",0.075
"2018-10-26",0.071
"2018-10-27",0.063
"2018-10-28",0.063
"2018-10-29",0.075
"2018-10-30",0.075
"2018-10-31",0.077
"2018-11-01",0.0532
"2018-11-02",0.0462
"2018-11-03",0.0462
"2018-11-04",0.049
"2018-11-05",0.0518
